layer,cosine_similarity,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
14,0.93879724,example_0004,table,256,4096,sink_stress
15,0.9404035,example_0004,table,256,4096,sink_stress
16,0.94353807,example_0004,table,256,4096,sink_stress
17,0.958492,example_0004,table,256,4096,sink_stress
18,0.9652819,example_0004,table,256,4096,sink_stress
19,0.9559101,example_0004,table,256,4096,sink_stress
20,0.95693827,example_0004,table,256,4096,sink_stress
21,0.96146154,example_0004,table,256,4096,sink_stress
22,0.95961696,example_0004,table,256,4096,sink_stress
23,0.9353909,example_0004,table,256,4096,sink_stress
0,0.9999378,example_0005,table,256,4096,sink_stress
1,0.99934095,example_0005,table,256,4096,sink_stress
2,0.9991072,example_0005,table,256,4096,sink_stress
3,0.9984339,example_0005,table,256,4096,sink_stress
4,0.9910121,example_0005,table,256,4096,sink_stress
5,0.9764271,example_0005,table,256,4096,sink_stress
6,0.9770989,example_0005,table,256,4096,sink_stress
7,0.97775185,example_0005,table,256,4096,sink_stress
8,0.9764863,example_0005,table,256,4096,sink_stress
9,0.9783033,example_0005,table,256,4096,sink_stress
10,0.9721106,example_0005,table,256,4096,sink_stress
11,0.9671658,example_0005,table,256,4096,sink_stress
12,0.95827866,example_0005,table,256,4096,sink_stress
13,0.946995,example_0005,table,256,4096,sink_stress
14,0.9467894,example_0005,table,256,4096,sink_stress
15,0.95253104,example_0005,table,256,4096,sink_stress
16,0.95751625,example_0005,table,256,4096,sink_stress
17,0.9694079,example_0005,table,256,4096,sink_stress
18,0.9724093,example_0005,table,256,4096,sink_stress
19,0.9688869,example_0005,table,256,4096,sink_stress
20,0.9804987,example_0005,table,256,4096,sink_stress
21,0.9839611,example_0005,table,256,4096,sink_stress
22,0.9849373,example_0005,table,256,4096,sink_stress
23,0.9753231,example_0005,table,256,4096,sink_stress
0,0.9999304,example_0006,table,256,4096,sink_stress
1,0.9991718,example_0006,table,256,4096,sink_stress
2,0.9985901,example_0006,table,256,4096,sink_stress
3,0.99364865,example_0006,table,256,4096,sink_stress
4,0.9851408,example_0006,table,256,4096,sink_stress
5,0.9727209,example_0006,table,256,4096,sink_stress
6,0.9723337,example_0006,table,256,4096,sink_stress
7,0.9747292,example_0006,table,256,4096,sink_stress
8,0.9733585,example_0006,table,256,4096,sink_stress
9,0.9733432,example_0006,table,256,4096,sink_stress
10,0.96533513,example_0006,table,256,4096,sink_stress
11,0.96101004,example_0006,table,256,4096,sink_stress
12,0.94988525,example_0006,table,256,4096,sink_stress
13,0.9352582,example_0006,table,256,4096,sink_stress
14,0.93680274,example_0006,table,256,4096,sink_stress
15,0.94162905,example_0006,table,256,4096,sink_stress
16,0.94163656,example_0006,table,256,4096,sink_stress
17,0.95815736,example_0006,table,256,4096,sink_stress
18,0.9644264,example_0006,table,256,4096,sink_stress
19,0.9553014,example_0006,table,256,4096,sink_stress
20,0.9748998,example_0006,table,256,4096,sink_stress
21,0.981869,example_0006,table,256,4096,sink_stress
22,0.9829161,example_0006,table,256,4096,sink_stress
23,0.9791211,example_0006,table,256,4096,sink_stress
0,0.9998981,example_0007,table,256,4096,sink_stress
1,0.9989987,example_0007,table,256,4096,sink_stress
2,0.9987738,example_0007,table,256,4096,sink_stress
3,0.99748397,example_0007,table,256,4096,sink_stress
4,0.9878423,example_0007,table,256,4096,sink_stress
5,0.9716404,example_0007,table,256,4096,sink_stress
6,0.9726126,example_0007,table,256,4096,sink_stress
7,0.9750749,example_0007,table,256,4096,sink_stress
8,0.9736952,example_0007,table,256,4096,sink_stress
9,0.9764264,example_0007,table,256,4096,sink_stress
10,0.97231907,example_0007,table,256,4096,sink_stress
11,0.9679128,example_0007,table,256,4096,sink_stress
12,0.95985544,example_0007,table,256,4096,sink_stress
13,0.94395125,example_0007,table,256,4096,sink_stress
14,0.9344444,example_0007,table,256,4096,sink_stress
15,0.93514097,example_0007,table,256,4096,sink_stress
16,0.9378557,example_0007,table,256,4096,sink_stress
17,0.95592,example_0007,table,256,4096,sink_stress
18,0.96299815,example_0007,table,256,4096,sink_stress
19,0.95500803,example_0007,table,256,4096,sink_stress
20,0.9749298,example_0007,table,256,4096,sink_stress
21,0.9744149,example_0007,table,256,4096,sink_stress
22,0.9750285,example_0007,table,256,4096,sink_stress
23,0.9684905,example_0007,table,256,4096,sink_stress
0,0.9997139,example_0000,table,512,4096,sink_stress
1,0.9980359,example_0000,table,512,4096,sink_stress
2,0.99722147,example_0000,table,512,4096,sink_stress
3,0.9938387,example_0000,table,512,4096,sink_stress
4,0.9859743,example_0000,table,512,4096,sink_stress
5,0.9713758,example_0000,table,512,4096,sink_stress
6,0.97202116,example_0000,table,512,4096,sink_stress
7,0.97295314,example_0000,table,512,4096,sink_stress
8,0.9724015,example_0000,table,512,4096,sink_stress
9,0.976123,example_0000,table,512,4096,sink_stress
10,0.9741025,example_0000,table,512,4096,sink_stress
11,0.970875,example_0000,table,512,4096,sink_stress
12,0.96267146,example_0000,table,512,4096,sink_stress
13,0.946247,example_0000,table,512,4096,sink_stress
14,0.94496346,example_0000,table,512,4096,sink_stress
15,0.95045424,example_0000,table,512,4096,sink_stress
16,0.9534343,example_0000,table,512,4096,sink_stress
17,0.96692944,example_0000,table,512,4096,sink_stress
18,0.9719908,example_0000,table,512,4096,sink_stress
19,0.9604544,example_0000,table,512,4096,sink_stress
20,0.9731949,example_0000,table,512,4096,sink_stress
21,0.97795993,example_0000,table,512,4096,sink_stress
22,0.9771726,example_0000,table,512,4096,sink_stress
23,0.9394245,example_0000,table,512,4096,sink_stress
0,0.99967426,example_0001,table,512,4096,sink_stress
1,0.99798465,example_0001,table,512,4096,sink_stress
2,0.9970356,example_0001,table,512,4096,sink_stress
3,0.9925595,example_0001,table,512,4096,sink_stress
4,0.98561066,example_0001,table,512,4096,sink_stress
5,0.9736398,example_0001,table,512,4096,sink_stress
6,0.97464913,example_0001,table,512,4096,sink_stress
7,0.976532,example_0001,table,512,4096,sink_stress
8,0.97598284,example_0001,table,512,4096,sink_stress
9,0.9783784,example_0001,table,512,4096,sink_stress
10,0.9737807,example_0001,table,512,4096,sink_stress
11,0.96895623,example_0001,table,512,4096,sink_stress
12,0.9576374,example_0001,table,512,4096,sink_stress
13,0.9353259,example_0001,table,512,4096,sink_stress
14,0.9391323,example_0001,table,512,4096,sink_stress
15,0.94653225,example_0001,table,512,4096,sink_stress
16,0.9507996,example_0001,table,512,4096,sink_stress
17,0.9662981,example_0001,table,512,4096,sink_stress
18,0.9727116,example_0001,table,512,4096,sink_stress
19,0.95746523,example_0001,table,512,4096,sink_stress
20,0.97500384,example_0001,table,512,4096,sink_stress
21,0.9802854,example_0001,table,512,4096,sink_stress
22,0.9778919,example_0001,table,512,4096,sink_stress
23,0.9623438,example_0001,table,512,4096,sink_stress
0,0.99967617,example_0002,table,512,4096,sink_stress
1,0.99777156,example_0002,table,512,4096,sink_stress
2,0.99696195,example_0002,table,512,4096,sink_stress
3,0.99180764,example_0002,table,512,4096,sink_stress
4,0.98407286,example_0002,table,512,4096,sink_stress
5,0.96651787,example_0002,table,512,4096,sink_stress
6,0.9643457,example_0002,table,512,4096,sink_stress
7,0.9660765,example_0002,table,512,4096,sink_stress
8,0.96350944,example_0002,table,512,4096,sink_stress
9,0.96631247,example_0002,table,512,4096,sink_stress
10,0.96468073,example_0002,table,512,4096,sink_stress
11,0.96118116,example_0002,table,512,4096,sink_stress
12,0.95317566,example_0002,table,512,4096,sink_stress
13,0.9458441,example_0002,table,512,4096,sink_stress
14,0.95028573,example_0002,table,512,4096,sink_stress
15,0.95001733,example_0002,table,512,4096,sink_stress
16,0.9523715,example_0002,table,512,4096,sink_stress
17,0.9659873,example_0002,table,512,4096,sink_stress
18,0.9728121,example_0002,table,512,4096,sink_stress
19,0.96368134,example_0002,table,512,4096,sink_stress
20,0.98006624,example_0002,table,512,4096,sink_stress
21,0.98443013,example_0002,table,512,4096,sink_stress
22,0.9834502,example_0002,table,512,4096,sink_stress
23,0.96558666,example_0002,table,512,4096,sink_stress
0,0.9997455,example_0003,table,512,4096,sink_stress
1,0.9980936,example_0003,table,512,4096,sink_stress
2,0.99746966,example_0003,table,512,4096,sink_stress
3,0.99492663,example_0003,table,512,4096,sink_stress
4,0.9856595,example_0003,table,512,4096,sink_stress
5,0.97009516,example_0003,table,512,4096,sink_stress
6,0.9704786,example_0003,table,512,4096,sink_stress
7,0.9727522,example_0003,table,512,4096,sink_stress
8,0.9724743,example_0003,table,512,4096,sink_stress
9,0.97655356,example_0003,table,512,4096,sink_stress
10,0.97377735,example_0003,table,512,4096,sink_stress
11,0.9701701,example_0003,table,512,4096,sink_stress
12,0.95989335,example_0003,table,512,4096,sink_stress
13,0.9421077,example_0003,table,512,4096,sink_stress
14,0.9455679,example_0003,table,512,4096,sink_stress
15,0.9525868,example_0003,table,512,4096,sink_stress
16,0.95499283,example_0003,table,512,4096,sink_stress
17,0.96650255,example_0003,table,512,4096,sink_stress
18,0.9706821,example_0003,table,512,4096,sink_stress
19,0.9635289,example_0003,table,512,4096,sink_stress
20,0.9741534,example_0003,table,512,4096,sink_stress
21,0.9776985,example_0003,table,512,4096,sink_stress
22,0.97776234,example_0003,table,512,4096,sink_stress
23,0.9536263,example_0003,table,512,4096,sink_stress
0,0.99973714,example_0004,table,512,4096,sink_stress
1,0.9982631,example_0004,table,512,4096,sink_stress
2,0.9978142,example_0004,table,512,4096,sink_stress
3,0.9947332,example_0004,table,512,4096,sink_stress
4,0.9874185,example_0004,table,512,4096,sink_stress
5,0.97466195,example_0004,table,512,4096,sink_stress
6,0.9754196,example_0004,table,512,4096,sink_stress
7,0.9757272,example_0004,table,512,4096,sink_stress
8,0.9741052,example_0004,table,512,4096,sink_stress
9,0.9783611,example_0004,table,512,4096,sink_stress
10,0.972619,example_0004,table,512,4096,sink_stress
11,0.97011733,example_0004,table,512,4096,sink_stress
12,0.9581183,example_0004,table,512,4096,sink_stress
13,0.9498666,example_0004,table,512,4096,sink_stress
14,0.95537883,example_0004,table,512,4096,sink_stress
15,0.95498765,example_0004,table,512,4096,sink_stress
16,0.9603077,example_0004,table,512,4096,sink_stress
17,0.96967906,example_0004,table,512,4096,sink_stress
18,0.9750673,example_0004,table,512,4096,sink_stress
19,0.96903926,example_0004,table,512,4096,sink_stress
20,0.97189033,example_0004,table,512,4096,sink_stress
21,0.97357947,example_0004,table,512,4096,sink_stress
22,0.9742206,example_0004,table,512,4096,sink_stress
23,0.959292,example_0004,table,512,4096,sink_stress
0,0.9996616,example_0005,table,512,4096,sink_stress
1,0.9977955,example_0005,table,512,4096,sink_stress
2,0.99676585,example_0005,table,512,4096,sink_stress
3,0.990428,example_0005,table,512,4096,sink_stress
4,0.98478067,example_0005,table,512,4096,sink_stress
5,0.974604,example_0005,table,512,4096,sink_stress
6,0.97575164,example_0005,table,512,4096,sink_stress
7,0.977421,example_0005,table,512,4096,sink_stress
8,0.9767461,example_0005,table,512,4096,sink_stress
9,0.9795877,example_0005,table,512,4096,sink_stress
10,0.9728379,example_0005,table,512,4096,sink_stress
11,0.9693412,example_0005,table,512,4096,sink_stress
12,0.95941764,example_0005,table,512,4096,sink_stress
13,0.9476322,example_0005,table,512,4096,sink_stress
14,0.95397145,example_0005,table,512,4096,sink_stress
15,0.96010554,example_0005,table,512,4096,sink_stress
16,0.96565557,example_0005,table,512,4096,sink_stress
17,0.9734471,example_0005,table,512,4096,sink_stress
18,0.9786303,example_0005,table,512,4096,sink_stress
19,0.9723591,example_0005,table,512,4096,sink_stress
20,0.98139066,example_0005,table,512,4096,sink_stress
21,0.98491913,example_0005,table,512,4096,sink_stress
22,0.98547095,example_0005,table,512,4096,sink_stress
23,0.9726161,example_0005,table,512,4096,sink_stress
0,0.99974984,example_0006,table,512,4096,sink_stress
1,0.99795705,example_0006,table,512,4096,sink_stress
2,0.99746555,example_0006,table,512,4096,sink_stress
3,0.99608827,example_0006,table,512,4096,sink_stress
4,0.9906741,example_0006,table,512,4096,sink_stress
5,0.9786127,example_0006,table,512,4096,sink_stress
6,0.9779708,example_0006,table,512,4096,sink_stress
7,0.978418,example_0006,table,512,4096,sink_stress
8,0.9766382,example_0006,table,512,4096,sink_stress
9,0.97923636,example_0006,table,512,4096,sink_stress
10,0.9768468,example_0006,table,512,4096,sink_stress
11,0.97314346,example_0006,table,512,4096,sink_stress
12,0.9623642,example_0006,table,512,4096,sink_stress
13,0.9548613,example_0006,table,512,4096,sink_stress
14,0.9565951,example_0006,table,512,4096,sink_stress
15,0.9623007,example_0006,table,512,4096,sink_stress
16,0.95987785,example_0006,table,512,4096,sink_stress
17,0.96834505,example_0006,table,512,4096,sink_stress
18,0.973323,example_0006,table,512,4096,sink_stress
19,0.9641264,example_0006,table,512,4096,sink_stress
20,0.97665805,example_0006,table,512,4096,sink_stress
21,0.982062,example_0006,table,512,4096,sink_stress
22,0.97965944,example_0006,table,512,4096,sink_stress
23,0.9496064,example_0006,table,512,4096,sink_stress
0,0.9996956,example_0007,table,512,4096,sink_stress
1,0.99785346,example_0007,table,512,4096,sink_stress
2,0.9972587,example_0007,table,512,4096,sink_stress
3,0.9950945,example_0007,table,512,4096,sink_stress
4,0.9884232,example_0007,table,512,4096,sink_stress
5,0.9745727,example_0007,table,512,4096,sink_stress
6,0.9763144,example_0007,table,512,4096,sink_stress
7,0.9778874,example_0007,table,512,4096,sink_stress
8,0.9770508,example_0007,table,512,4096,sink_stress
9,0.98058665,example_0007,table,512,4096,sink_stress
10,0.97719085,example_0007,table,512,4096,sink_stress
11,0.9742587,example_0007,table,512,4096,sink_stress
12,0.96766585,example_0007,table,512,4096,sink_stress
13,0.9556646,example_0007,table,512,4096,sink_stress
14,0.9529984,example_0007,table,512,4096,sink_stress
15,0.9584993,example_0007,table,512,4096,sink_stress
16,0.9617846,example_0007,table,512,4096,sink_stress
17,0.97303134,example_0007,table,512,4096,sink_stress
18,0.9777349,example_0007,table,512,4096,sink_stress
19,0.97324216,example_0007,table,512,4096,sink_stress
20,0.9842479,example_0007,table,512,4096,sink_stress
21,0.979238,example_0007,table,512,4096,sink_stress
22,0.9777086,example_0007,table,512,4096,sink_stress
23,0.9664081,example_0007,table,512,4096,sink_stress
