layer,cosine_similarity,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
22,0.9601434,example_0000,boilerplate,512,4096,sink_stress
23,0.90968883,example_0000,boilerplate,512,4096,sink_stress
0,0.99970645,example_0001,boilerplate,512,4096,sink_stress
1,0.99923897,example_0001,boilerplate,512,4096,sink_stress
2,0.99846923,example_0001,boilerplate,512,4096,sink_stress
3,0.9978852,example_0001,boilerplate,512,4096,sink_stress
4,0.9961673,example_0001,boilerplate,512,4096,sink_stress
5,0.98117274,example_0001,boilerplate,512,4096,sink_stress
6,0.97978145,example_0001,boilerplate,512,4096,sink_stress
7,0.9764608,example_0001,boilerplate,512,4096,sink_stress
8,0.9735241,example_0001,boilerplate,512,4096,sink_stress
9,0.9725605,example_0001,boilerplate,512,4096,sink_stress
10,0.9744047,example_0001,boilerplate,512,4096,sink_stress
11,0.9688962,example_0001,boilerplate,512,4096,sink_stress
12,0.9594632,example_0001,boilerplate,512,4096,sink_stress
13,0.9562154,example_0001,boilerplate,512,4096,sink_stress
14,0.9616272,example_0001,boilerplate,512,4096,sink_stress
15,0.96226215,example_0001,boilerplate,512,4096,sink_stress
16,0.96214074,example_0001,boilerplate,512,4096,sink_stress
17,0.971819,example_0001,boilerplate,512,4096,sink_stress
18,0.97520787,example_0001,boilerplate,512,4096,sink_stress
19,0.95323104,example_0001,boilerplate,512,4096,sink_stress
20,0.9727518,example_0001,boilerplate,512,4096,sink_stress
21,0.98040456,example_0001,boilerplate,512,4096,sink_stress
22,0.97898155,example_0001,boilerplate,512,4096,sink_stress
23,0.9579383,example_0001,boilerplate,512,4096,sink_stress
0,0.9996455,example_0002,boilerplate,512,4096,sink_stress
1,0.9989328,example_0002,boilerplate,512,4096,sink_stress
2,0.9978603,example_0002,boilerplate,512,4096,sink_stress
3,0.99639297,example_0002,boilerplate,512,4096,sink_stress
4,0.99393785,example_0002,boilerplate,512,4096,sink_stress
5,0.97604555,example_0002,boilerplate,512,4096,sink_stress
6,0.97451496,example_0002,boilerplate,512,4096,sink_stress
7,0.97435176,example_0002,boilerplate,512,4096,sink_stress
8,0.9743625,example_0002,boilerplate,512,4096,sink_stress
9,0.9744321,example_0002,boilerplate,512,4096,sink_stress
10,0.9751939,example_0002,boilerplate,512,4096,sink_stress
11,0.96854186,example_0002,boilerplate,512,4096,sink_stress
12,0.9554635,example_0002,boilerplate,512,4096,sink_stress
13,0.946115,example_0002,boilerplate,512,4096,sink_stress
14,0.9432975,example_0002,boilerplate,512,4096,sink_stress
15,0.9413805,example_0002,boilerplate,512,4096,sink_stress
16,0.9378061,example_0002,boilerplate,512,4096,sink_stress
17,0.95451385,example_0002,boilerplate,512,4096,sink_stress
18,0.9631231,example_0002,boilerplate,512,4096,sink_stress
19,0.93517035,example_0002,boilerplate,512,4096,sink_stress
20,0.9548,example_0002,boilerplate,512,4096,sink_stress
21,0.96669656,example_0002,boilerplate,512,4096,sink_stress
22,0.95492893,example_0002,boilerplate,512,4096,sink_stress
23,0.88714486,example_0002,boilerplate,512,4096,sink_stress
0,0.9998142,example_0003,boilerplate,512,4096,sink_stress
1,0.999623,example_0003,boilerplate,512,4096,sink_stress
2,0.99936825,example_0003,boilerplate,512,4096,sink_stress
3,0.99869996,example_0003,boilerplate,512,4096,sink_stress
4,0.99646425,example_0003,boilerplate,512,4096,sink_stress
5,0.9766695,example_0003,boilerplate,512,4096,sink_stress
6,0.9731377,example_0003,boilerplate,512,4096,sink_stress
7,0.9706407,example_0003,boilerplate,512,4096,sink_stress
8,0.9675934,example_0003,boilerplate,512,4096,sink_stress
9,0.9636013,example_0003,boilerplate,512,4096,sink_stress
10,0.96384907,example_0003,boilerplate,512,4096,sink_stress
11,0.95576835,example_0003,boilerplate,512,4096,sink_stress
12,0.94522345,example_0003,boilerplate,512,4096,sink_stress
13,0.9336343,example_0003,boilerplate,512,4096,sink_stress
14,0.938563,example_0003,boilerplate,512,4096,sink_stress
15,0.93375236,example_0003,boilerplate,512,4096,sink_stress
16,0.9323053,example_0003,boilerplate,512,4096,sink_stress
17,0.9463562,example_0003,boilerplate,512,4096,sink_stress
18,0.9547723,example_0003,boilerplate,512,4096,sink_stress
19,0.9271323,example_0003,boilerplate,512,4096,sink_stress
20,0.9532384,example_0003,boilerplate,512,4096,sink_stress
21,0.96228945,example_0003,boilerplate,512,4096,sink_stress
22,0.95479923,example_0003,boilerplate,512,4096,sink_stress
23,0.9216648,example_0003,boilerplate,512,4096,sink_stress
0,0.99970996,example_0004,boilerplate,512,4096,sink_stress
1,0.9991475,example_0004,boilerplate,512,4096,sink_stress
2,0.99793947,example_0004,boilerplate,512,4096,sink_stress
3,0.995673,example_0004,boilerplate,512,4096,sink_stress
4,0.9927864,example_0004,boilerplate,512,4096,sink_stress
5,0.9756762,example_0004,boilerplate,512,4096,sink_stress
6,0.97184753,example_0004,boilerplate,512,4096,sink_stress
7,0.97163206,example_0004,boilerplate,512,4096,sink_stress
8,0.96987414,example_0004,boilerplate,512,4096,sink_stress
9,0.97158456,example_0004,boilerplate,512,4096,sink_stress
10,0.97138876,example_0004,boilerplate,512,4096,sink_stress
11,0.96303207,example_0004,boilerplate,512,4096,sink_stress
12,0.9477146,example_0004,boilerplate,512,4096,sink_stress
13,0.93760854,example_0004,boilerplate,512,4096,sink_stress
14,0.9383868,example_0004,boilerplate,512,4096,sink_stress
15,0.9297559,example_0004,boilerplate,512,4096,sink_stress
16,0.9290595,example_0004,boilerplate,512,4096,sink_stress
17,0.9460418,example_0004,boilerplate,512,4096,sink_stress
18,0.95287263,example_0004,boilerplate,512,4096,sink_stress
19,0.91709787,example_0004,boilerplate,512,4096,sink_stress
20,0.94306064,example_0004,boilerplate,512,4096,sink_stress
21,0.9434139,example_0004,boilerplate,512,4096,sink_stress
22,0.9367579,example_0004,boilerplate,512,4096,sink_stress
23,0.86508137,example_0004,boilerplate,512,4096,sink_stress
0,0.99982464,example_0005,boilerplate,512,4096,sink_stress
1,0.9992931,example_0005,boilerplate,512,4096,sink_stress
2,0.9988387,example_0005,boilerplate,512,4096,sink_stress
3,0.9979116,example_0005,boilerplate,512,4096,sink_stress
4,0.99591804,example_0005,boilerplate,512,4096,sink_stress
5,0.9756167,example_0005,boilerplate,512,4096,sink_stress
6,0.9742732,example_0005,boilerplate,512,4096,sink_stress
7,0.9749687,example_0005,boilerplate,512,4096,sink_stress
8,0.9725795,example_0005,boilerplate,512,4096,sink_stress
9,0.9729968,example_0005,boilerplate,512,4096,sink_stress
10,0.9728813,example_0005,boilerplate,512,4096,sink_stress
11,0.96668255,example_0005,boilerplate,512,4096,sink_stress
12,0.95556676,example_0005,boilerplate,512,4096,sink_stress
13,0.93993765,example_0005,boilerplate,512,4096,sink_stress
14,0.94461584,example_0005,boilerplate,512,4096,sink_stress
15,0.937243,example_0005,boilerplate,512,4096,sink_stress
16,0.9355049,example_0005,boilerplate,512,4096,sink_stress
17,0.949934,example_0005,boilerplate,512,4096,sink_stress
18,0.95448226,example_0005,boilerplate,512,4096,sink_stress
19,0.9277907,example_0005,boilerplate,512,4096,sink_stress
20,0.94708806,example_0005,boilerplate,512,4096,sink_stress
21,0.95503426,example_0005,boilerplate,512,4096,sink_stress
22,0.95490605,example_0005,boilerplate,512,4096,sink_stress
23,0.92226684,example_0005,boilerplate,512,4096,sink_stress
0,0.99966604,example_0006,boilerplate,512,4096,sink_stress
1,0.99946624,example_0006,boilerplate,512,4096,sink_stress
2,0.9991765,example_0006,boilerplate,512,4096,sink_stress
3,0.9983063,example_0006,boilerplate,512,4096,sink_stress
4,0.99566185,example_0006,boilerplate,512,4096,sink_stress
5,0.979294,example_0006,boilerplate,512,4096,sink_stress
6,0.9757377,example_0006,boilerplate,512,4096,sink_stress
7,0.9757131,example_0006,boilerplate,512,4096,sink_stress
8,0.97444206,example_0006,boilerplate,512,4096,sink_stress
9,0.9740271,example_0006,boilerplate,512,4096,sink_stress
10,0.9739978,example_0006,boilerplate,512,4096,sink_stress
11,0.96929,example_0006,boilerplate,512,4096,sink_stress
12,0.95650685,example_0006,boilerplate,512,4096,sink_stress
13,0.94322705,example_0006,boilerplate,512,4096,sink_stress
14,0.9328828,example_0006,boilerplate,512,4096,sink_stress
15,0.92382306,example_0006,boilerplate,512,4096,sink_stress
16,0.91284597,example_0006,boilerplate,512,4096,sink_stress
17,0.9380886,example_0006,boilerplate,512,4096,sink_stress
18,0.9548884,example_0006,boilerplate,512,4096,sink_stress
19,0.9281667,example_0006,boilerplate,512,4096,sink_stress
20,0.96220773,example_0006,boilerplate,512,4096,sink_stress
21,0.9678354,example_0006,boilerplate,512,4096,sink_stress
22,0.9662035,example_0006,boilerplate,512,4096,sink_stress
23,0.9387181,example_0006,boilerplate,512,4096,sink_stress
0,0.99967104,example_0007,boilerplate,512,4096,sink_stress
1,0.9992591,example_0007,boilerplate,512,4096,sink_stress
2,0.9988884,example_0007,boilerplate,512,4096,sink_stress
3,0.9977238,example_0007,boilerplate,512,4096,sink_stress
4,0.9951129,example_0007,boilerplate,512,4096,sink_stress
5,0.9762852,example_0007,boilerplate,512,4096,sink_stress
6,0.9740476,example_0007,boilerplate,512,4096,sink_stress
7,0.97099227,example_0007,boilerplate,512,4096,sink_stress
8,0.96583384,example_0007,boilerplate,512,4096,sink_stress
9,0.9680281,example_0007,boilerplate,512,4096,sink_stress
10,0.9694348,example_0007,boilerplate,512,4096,sink_stress
11,0.9629207,example_0007,boilerplate,512,4096,sink_stress
12,0.9534138,example_0007,boilerplate,512,4096,sink_stress
13,0.9451902,example_0007,boilerplate,512,4096,sink_stress
14,0.9548471,example_0007,boilerplate,512,4096,sink_stress
15,0.9571216,example_0007,boilerplate,512,4096,sink_stress
16,0.9559221,example_0007,boilerplate,512,4096,sink_stress
17,0.96463376,example_0007,boilerplate,512,4096,sink_stress
18,0.96836334,example_0007,boilerplate,512,4096,sink_stress
19,0.9522261,example_0007,boilerplate,512,4096,sink_stress
20,0.9705467,example_0007,boilerplate,512,4096,sink_stress
21,0.97484887,example_0007,boilerplate,512,4096,sink_stress
22,0.97304875,example_0007,boilerplate,512,4096,sink_stress
23,0.96823806,example_0007,boilerplate,512,4096,sink_stress
0,0.9997932,example_0000,code,64,4096,sink_stress
1,0.9995785,example_0000,code,64,4096,sink_stress
2,0.999376,example_0000,code,64,4096,sink_stress
3,0.9972171,example_0000,code,64,4096,sink_stress
4,0.9905453,example_0000,code,64,4096,sink_stress
5,0.97048444,example_0000,code,64,4096,sink_stress
6,0.9634092,example_0000,code,64,4096,sink_stress
7,0.96066815,example_0000,code,64,4096,sink_stress
8,0.9500771,example_0000,code,64,4096,sink_stress
9,0.9464699,example_0000,code,64,4096,sink_stress
10,0.9471092,example_0000,code,64,4096,sink_stress
11,0.9462554,example_0000,code,64,4096,sink_stress
12,0.9357662,example_0000,code,64,4096,sink_stress
13,0.9375864,example_0000,code,64,4096,sink_stress
14,0.93994105,example_0000,code,64,4096,sink_stress
15,0.93807536,example_0000,code,64,4096,sink_stress
16,0.9219404,example_0000,code,64,4096,sink_stress
17,0.93955326,example_0000,code,64,4096,sink_stress
18,0.9446597,example_0000,code,64,4096,sink_stress
19,0.9350483,example_0000,code,64,4096,sink_stress
20,0.94731456,example_0000,code,64,4096,sink_stress
21,0.9633873,example_0000,code,64,4096,sink_stress
22,0.96120006,example_0000,code,64,4096,sink_stress
23,0.9473753,example_0000,code,64,4096,sink_stress
0,0.9997314,example_0001,code,64,4096,sink_stress
1,0.999448,example_0001,code,64,4096,sink_stress
2,0.9990791,example_0001,code,64,4096,sink_stress
3,0.99744153,example_0001,code,64,4096,sink_stress
4,0.9939359,example_0001,code,64,4096,sink_stress
5,0.97632444,example_0001,code,64,4096,sink_stress
6,0.97348773,example_0001,code,64,4096,sink_stress
7,0.9728646,example_0001,code,64,4096,sink_stress
8,0.96810794,example_0001,code,64,4096,sink_stress
9,0.9696262,example_0001,code,64,4096,sink_stress
10,0.9684094,example_0001,code,64,4096,sink_stress
11,0.9651705,example_0001,code,64,4096,sink_stress
12,0.9497981,example_0001,code,64,4096,sink_stress
13,0.94917536,example_0001,code,64,4096,sink_stress
14,0.94422126,example_0001,code,64,4096,sink_stress
15,0.94083685,example_0001,code,64,4096,sink_stress
16,0.9274651,example_0001,code,64,4096,sink_stress
17,0.94641185,example_0001,code,64,4096,sink_stress
18,0.9513173,example_0001,code,64,4096,sink_stress
19,0.9432022,example_0001,code,64,4096,sink_stress
20,0.9602969,example_0001,code,64,4096,sink_stress
21,0.9680297,example_0001,code,64,4096,sink_stress
22,0.9677637,example_0001,code,64,4096,sink_stress
23,0.9551815,example_0001,code,64,4096,sink_stress
0,0.99983937,example_0002,code,64,4096,sink_stress
1,0.99928194,example_0002,code,64,4096,sink_stress
2,0.9985074,example_0002,code,64,4096,sink_stress
3,0.9928373,example_0002,code,64,4096,sink_stress
4,0.98124444,example_0002,code,64,4096,sink_stress
5,0.95085174,example_0002,code,64,4096,sink_stress
6,0.93864995,example_0002,code,64,4096,sink_stress
7,0.94459724,example_0002,code,64,4096,sink_stress
8,0.9395259,example_0002,code,64,4096,sink_stress
9,0.9441807,example_0002,code,64,4096,sink_stress
10,0.94396544,example_0002,code,64,4096,sink_stress
11,0.9461221,example_0002,code,64,4096,sink_stress
12,0.9253457,example_0002,code,64,4096,sink_stress
13,0.9278497,example_0002,code,64,4096,sink_stress
14,0.92346984,example_0002,code,64,4096,sink_stress
15,0.9171791,example_0002,code,64,4096,sink_stress
16,0.8963128,example_0002,code,64,4096,sink_stress
17,0.92483515,example_0002,code,64,4096,sink_stress
18,0.9349852,example_0002,code,64,4096,sink_stress
19,0.9209766,example_0002,code,64,4096,sink_stress
20,0.9352786,example_0002,code,64,4096,sink_stress
21,0.95421547,example_0002,code,64,4096,sink_stress
22,0.94492793,example_0002,code,64,4096,sink_stress
23,0.93537694,example_0002,code,64,4096,sink_stress
0,0.9997373,example_0003,code,64,4096,sink_stress
1,0.99831825,example_0003,code,64,4096,sink_stress
2,0.99350566,example_0003,code,64,4096,sink_stress
3,0.9630468,example_0003,code,64,4096,sink_stress
4,0.9524505,example_0003,code,64,4096,sink_stress
5,0.94027007,example_0003,code,64,4096,sink_stress
6,0.9487076,example_0003,code,64,4096,sink_stress
7,0.9535757,example_0003,code,64,4096,sink_stress
8,0.9486931,example_0003,code,64,4096,sink_stress
9,0.9464266,example_0003,code,64,4096,sink_stress
10,0.93950427,example_0003,code,64,4096,sink_stress
11,0.9265757,example_0003,code,64,4096,sink_stress
12,0.9191482,example_0003,code,64,4096,sink_stress
13,0.91879725,example_0003,code,64,4096,sink_stress
14,0.9293014,example_0003,code,64,4096,sink_stress
15,0.9210022,example_0003,code,64,4096,sink_stress
16,0.9118698,example_0003,code,64,4096,sink_stress
17,0.9340669,example_0003,code,64,4096,sink_stress
18,0.944396,example_0003,code,64,4096,sink_stress
19,0.9351413,example_0003,code,64,4096,sink_stress
20,0.9524443,example_0003,code,64,4096,sink_stress
21,0.9655124,example_0003,code,64,4096,sink_stress
22,0.95707315,example_0003,code,64,4096,sink_stress
23,0.94031703,example_0003,code,64,4096,sink_stress
0,0.99952525,example_0004,code,64,4096,sink_stress
1,0.9987858,example_0004,code,64,4096,sink_stress
2,0.99768156,example_0004,code,64,4096,sink_stress
3,0.9928841,example_0004,code,64,4096,sink_stress
4,0.9867356,example_0004,code,64,4096,sink_stress
5,0.97428745,example_0004,code,64,4096,sink_stress
6,0.971781,example_0004,code,64,4096,sink_stress
7,0.9768908,example_0004,code,64,4096,sink_stress
8,0.9734031,example_0004,code,64,4096,sink_stress
9,0.97370905,example_0004,code,64,4096,sink_stress
10,0.969184,example_0004,code,64,4096,sink_stress
11,0.9658346,example_0004,code,64,4096,sink_stress
12,0.94893396,example_0004,code,64,4096,sink_stress
13,0.94943297,example_0004,code,64,4096,sink_stress
14,0.9463509,example_0004,code,64,4096,sink_stress
15,0.93597054,example_0004,code,64,4096,sink_stress
16,0.9290399,example_0004,code,64,4096,sink_stress
17,0.9498319,example_0004,code,64,4096,sink_stress
18,0.9599234,example_0004,code,64,4096,sink_stress
19,0.95095736,example_0004,code,64,4096,sink_stress
20,0.96874994,example_0004,code,64,4096,sink_stress
21,0.96916044,example_0004,code,64,4096,sink_stress
22,0.96318454,example_0004,code,64,4096,sink_stress
23,0.937362,example_0004,code,64,4096,sink_stress
0,0.9998013,example_0005,code,64,4096,sink_stress
1,0.99938005,example_0005,code,64,4096,sink_stress
2,0.9983269,example_0005,code,64,4096,sink_stress
3,0.99259394,example_0005,code,64,4096,sink_stress
4,0.9856005,example_0005,code,64,4096,sink_stress
5,0.9681971,example_0005,code,64,4096,sink_stress
6,0.96111536,example_0005,code,64,4096,sink_stress
7,0.964522,example_0005,code,64,4096,sink_stress
8,0.96162504,example_0005,code,64,4096,sink_stress
9,0.9667927,example_0005,code,64,4096,sink_stress
10,0.9635084,example_0005,code,64,4096,sink_stress
11,0.9611058,example_0005,code,64,4096,sink_stress
12,0.94939786,example_0005,code,64,4096,sink_stress
13,0.9471932,example_0005,code,64,4096,sink_stress
14,0.9426632,example_0005,code,64,4096,sink_stress
15,0.9386736,example_0005,code,64,4096,sink_stress
16,0.9359634,example_0005,code,64,4096,sink_stress
17,0.9553431,example_0005,code,64,4096,sink_stress
18,0.9631934,example_0005,code,64,4096,sink_stress
19,0.9473789,example_0005,code,64,4096,sink_stress
20,0.9493415,example_0005,code,64,4096,sink_stress
21,0.9670369,example_0005,code,64,4096,sink_stress
22,0.96072793,example_0005,code,64,4096,sink_stress
23,0.93842804,example_0005,code,64,4096,sink_stress
0,0.99992496,example_0006,code,64,4096,sink_stress
1,0.999565,example_0006,code,64,4096,sink_stress
2,0.9990671,example_0006,code,64,4096,sink_stress
3,0.99495673,example_0006,code,64,4096,sink_stress
4,0.990816,example_0006,code,64,4096,sink_stress
5,0.97677386,example_0006,code,64,4096,sink_stress
6,0.9712014,example_0006,code,64,4096,sink_stress
7,0.96895045,example_0006,code,64,4096,sink_stress
8,0.9651764,example_0006,code,64,4096,sink_stress
9,0.9621234,example_0006,code,64,4096,sink_stress
10,0.959011,example_0006,code,64,4096,sink_stress
11,0.95421803,example_0006,code,64,4096,sink_stress
12,0.94334865,example_0006,code,64,4096,sink_stress
13,0.942204,example_0006,code,64,4096,sink_stress
14,0.9461603,example_0006,code,64,4096,sink_stress
15,0.9377942,example_0006,code,64,4096,sink_stress
16,0.9247534,example_0006,code,64,4096,sink_stress
17,0.9400402,example_0006,code,64,4096,sink_stress
18,0.94639075,example_0006,code,64,4096,sink_stress
19,0.93135387,example_0006,code,64,4096,sink_stress
20,0.95567226,example_0006,code,64,4096,sink_stress
21,0.9626468,example_0006,code,64,4096,sink_stress
22,0.95283115,example_0006,code,64,4096,sink_stress
23,0.91567427,example_0006,code,64,4096,sink_stress
0,0.9993778,example_0007,code,64,4096,sink_stress
1,0.9984791,example_0007,code,64,4096,sink_stress
2,0.996259,example_0007,code,64,4096,sink_stress
3,0.9746747,example_0007,code,64,4096,sink_stress
4,0.9635348,example_0007,code,64,4096,sink_stress
5,0.9545573,example_0007,code,64,4096,sink_stress
6,0.95368344,example_0007,code,64,4096,sink_stress
7,0.9622377,example_0007,code,64,4096,sink_stress
8,0.9583856,example_0007,code,64,4096,sink_stress
9,0.9659795,example_0007,code,64,4096,sink_stress
10,0.9640232,example_0007,code,64,4096,sink_stress
11,0.9570069,example_0007,code,64,4096,sink_stress
12,0.93698937,example_0007,code,64,4096,sink_stress
13,0.92109114,example_0007,code,64,4096,sink_stress
14,0.91435796,example_0007,code,64,4096,sink_stress
15,0.9069214,example_0007,code,64,4096,sink_stress
16,0.9010951,example_0007,code,64,4096,sink_stress
17,0.9268639,example_0007,code,64,4096,sink_stress
18,0.9347483,example_0007,code,64,4096,sink_stress
19,0.925016,example_0007,code,64,4096,sink_stress
20,0.9459958,example_0007,code,64,4096,sink_stress
21,0.9624727,example_0007,code,64,4096,sink_stress
22,0.9575457,example_0007,code,64,4096,sink_stress
23,0.948526,example_0007,code,64,4096,sink_stress
0,0.9996197,example_0000,code,256,4096,sink_stress
1,0.9993649,example_0000,code,256,4096,sink_stress
2,0.99903274,example_0000,code,256,4096,sink_stress
3,0.99395186,example_0000,code,256,4096,sink_stress
4,0.9906782,example_0000,code,256,4096,sink_stress
5,0.9771713,example_0000,code,256,4096,sink_stress
6,0.9751067,example_0000,code,256,4096,sink_stress
7,0.9786581,example_0000,code,256,4096,sink_stress
8,0.9762583,example_0000,code,256,4096,sink_stress
9,0.9751921,example_0000,code,256,4096,sink_stress
10,0.9705937,example_0000,code,256,4096,sink_stress
11,0.9648236,example_0000,code,256,4096,sink_stress
12,0.9479718,example_0000,code,256,4096,sink_stress
13,0.9377452,example_0000,code,256,4096,sink_stress
14,0.93445414,example_0000,code,256,4096,sink_stress
15,0.92072564,example_0000,code,256,4096,sink_stress
16,0.90884775,example_0000,code,256,4096,sink_stress
17,0.9309156,example_0000,code,256,4096,sink_stress
18,0.9383149,example_0000,code,256,4096,sink_stress
19,0.91793454,example_0000,code,256,4096,sink_stress
20,0.9246497,example_0000,code,256,4096,sink_stress
21,0.9408839,example_0000,code,256,4096,sink_stress
22,0.93479204,example_0000,code,256,4096,sink_stress
23,0.9046399,example_0000,code,256,4096,sink_stress
0,0.999912,example_0001,code,256,4096,sink_stress
1,0.9997298,example_0001,code,256,4096,sink_stress
2,0.9995333,example_0001,code,256,4096,sink_stress
3,0.9981505,example_0001,code,256,4096,sink_stress
4,0.99292874,example_0001,code,256,4096,sink_stress
5,0.9742841,example_0001,code,256,4096,sink_stress
6,0.9720546,example_0001,code,256,4096,sink_stress
7,0.97207636,example_0001,code,256,4096,sink_stress
8,0.96856576,example_0001,code,256,4096,sink_stress
9,0.9674213,example_0001,code,256,4096,sink_stress
10,0.9638746,example_0001,code,256,4096,sink_stress
11,0.95963806,example_0001,code,256,4096,sink_stress
12,0.9462621,example_0001,code,256,4096,sink_stress
13,0.9427735,example_0001,code,256,4096,sink_stress
14,0.9326159,example_0001,code,256,4096,sink_stress
15,0.9361792,example_0001,code,256,4096,sink_stress
16,0.9301913,example_0001,code,256,4096,sink_stress
17,0.9488692,example_0001,code,256,4096,sink_stress
18,0.9552872,example_0001,code,256,4096,sink_stress
19,0.93839467,example_0001,code,256,4096,sink_stress
20,0.95229685,example_0001,code,256,4096,sink_stress
21,0.96546274,example_0001,code,256,4096,sink_stress
22,0.9614662,example_0001,code,256,4096,sink_stress
23,0.94419795,example_0001,code,256,4096,sink_stress
0,0.9998332,example_0002,code,256,4096,sink_stress
1,0.9987741,example_0002,code,256,4096,sink_stress
2,0.9962409,example_0002,code,256,4096,sink_stress
3,0.98998904,example_0002,code,256,4096,sink_stress
4,0.98218876,example_0002,code,256,4096,sink_stress
5,0.9711695,example_0002,code,256,4096,sink_stress
6,0.9716527,example_0002,code,256,4096,sink_stress
7,0.97235715,example_0002,code,256,4096,sink_stress
8,0.97138417,example_0002,code,256,4096,sink_stress
9,0.9737628,example_0002,code,256,4096,sink_stress
10,0.9688548,example_0002,code,256,4096,sink_stress
11,0.96561706,example_0002,code,256,4096,sink_stress
12,0.95363456,example_0002,code,256,4096,sink_stress
13,0.9508059,example_0002,code,256,4096,sink_stress
14,0.9513418,example_0002,code,256,4096,sink_stress
15,0.9358746,example_0002,code,256,4096,sink_stress
16,0.9196049,example_0002,code,256,4096,sink_stress
17,0.93690395,example_0002,code,256,4096,sink_stress
18,0.94320107,example_0002,code,256,4096,sink_stress
19,0.92341083,example_0002,code,256,4096,sink_stress
20,0.93495494,example_0002,code,256,4096,sink_stress
21,0.9536932,example_0002,code,256,4096,sink_stress
22,0.94105643,example_0002,code,256,4096,sink_stress
23,0.9058162,example_0002,code,256,4096,sink_stress
0,0.9997688,example_0003,code,256,4096,sink_stress
1,0.999352,example_0003,code,256,4096,sink_stress
2,0.99888426,example_0003,code,256,4096,sink_stress
3,0.99255085,example_0003,code,256,4096,sink_stress
4,0.9776344,example_0003,code,256,4096,sink_stress
5,0.96030873,example_0003,code,256,4096,sink_stress
6,0.9594132,example_0003,code,256,4096,sink_stress
7,0.96395427,example_0003,code,256,4096,sink_stress
8,0.9544724,example_0003,code,256,4096,sink_stress
9,0.9469402,example_0003,code,256,4096,sink_stress
10,0.9411938,example_0003,code,256,4096,sink_stress
11,0.93935084,example_0003,code,256,4096,sink_stress
12,0.93467385,example_0003,code,256,4096,sink_stress
13,0.93622375,example_0003,code,256,4096,sink_stress
14,0.9364124,example_0003,code,256,4096,sink_stress
15,0.9338172,example_0003,code,256,4096,sink_stress
16,0.9269885,example_0003,code,256,4096,sink_stress
17,0.94674647,example_0003,code,256,4096,sink_stress
18,0.95253766,example_0003,code,256,4096,sink_stress
19,0.9410161,example_0003,code,256,4096,sink_stress
20,0.96117824,example_0003,code,256,4096,sink_stress
21,0.9644201,example_0003,code,256,4096,sink_stress
22,0.9597091,example_0003,code,256,4096,sink_stress
23,0.9439421,example_0003,code,256,4096,sink_stress
0,0.9996971,example_0004,code,256,4096,sink_stress
1,0.999236,example_0004,code,256,4096,sink_stress
2,0.99828076,example_0004,code,256,4096,sink_stress
3,0.9893143,example_0004,code,256,4096,sink_stress
4,0.97757554,example_0004,code,256,4096,sink_stress
5,0.95187706,example_0004,code,256,4096,sink_stress
6,0.9434093,example_0004,code,256,4096,sink_stress
7,0.9495568,example_0004,code,256,4096,sink_stress
8,0.9377731,example_0004,code,256,4096,sink_stress
9,0.9384791,example_0004,code,256,4096,sink_stress
10,0.93652934,example_0004,code,256,4096,sink_stress
11,0.9367253,example_0004,code,256,4096,sink_stress
12,0.92374647,example_0004,code,256,4096,sink_stress
13,0.9261813,example_0004,code,256,4096,sink_stress
14,0.9375874,example_0004,code,256,4096,sink_stress
15,0.93638647,example_0004,code,256,4096,sink_stress
16,0.9278884,example_0004,code,256,4096,sink_stress
17,0.9487551,example_0004,code,256,4096,sink_stress
18,0.95750916,example_0004,code,256,4096,sink_stress
19,0.94803834,example_0004,code,256,4096,sink_stress
20,0.96201146,example_0004,code,256,4096,sink_stress
21,0.97259086,example_0004,code,256,4096,sink_stress
22,0.96822697,example_0004,code,256,4096,sink_stress
23,0.94601965,example_0004,code,256,4096,sink_stress
0,0.9998505,example_0005,code,256,4096,sink_stress
1,0.99966455,example_0005,code,256,4096,sink_stress
2,0.99947053,example_0005,code,256,4096,sink_stress
3,0.99821234,example_0005,code,256,4096,sink_stress
4,0.9933669,example_0005,code,256,4096,sink_stress
5,0.97723615,example_0005,code,256,4096,sink_stress
6,0.9766568,example_0005,code,256,4096,sink_stress
7,0.9779382,example_0005,code,256,4096,sink_stress
8,0.97441864,example_0005,code,256,4096,sink_stress
9,0.9746691,example_0005,code,256,4096,sink_stress
10,0.97231454,example_0005,code,256,4096,sink_stress
11,0.9665945,example_0005,code,256,4096,sink_stress
12,0.95486486,example_0005,code,256,4096,sink_stress
13,0.9492054,example_0005,code,256,4096,sink_stress
14,0.94211626,example_0005,code,256,4096,sink_stress
15,0.9423301,example_0005,code,256,4096,sink_stress
16,0.9337331,example_0005,code,256,4096,sink_stress
17,0.95063025,example_0005,code,256,4096,sink_stress
18,0.9574838,example_0005,code,256,4096,sink_stress
19,0.94471616,example_0005,code,256,4096,sink_stress
20,0.9452744,example_0005,code,256,4096,sink_stress
21,0.9620944,example_0005,code,256,4096,sink_stress
22,0.9529101,example_0005,code,256,4096,sink_stress
23,0.9299889,example_0005,code,256,4096,sink_stress
0,0.99990827,example_0006,code,256,4096,sink_stress
1,0.99965966,example_0006,code,256,4096,sink_stress
2,0.9994383,example_0006,code,256,4096,sink_stress
3,0.9975004,example_0006,code,256,4096,sink_stress
4,0.99115765,example_0006,code,256,4096,sink_stress
